Ensembl_gene	GeneID	Symbol	Alias	Type	Family
ENSG00000177873	285267	ZNF619	-	TF	zf-C2H2
ENSG00000177932	30832	ZNF354C	-	TF	zf-C2H2
ENSG00000178150	163071	ZNF114	-	TF	zf-C2H2
ENSG00000178175	167465	ZNF366	-	TF	zf-C2H2
ENSG00000178187	285676	ZNF454	-	TF	zf-C2H2
ENSG00000178229	125919	ZNF543	-	TF	zf-C2H2
ENSG00000178338	117608	ZNF354B	-	TF	zf-C2H2
ENSG00000178386	7766	ZNF223	-	TF	zf-C2H2
ENSG00000178665	349075	ZNF713	-	TF	zf-C2H2
ENSG00000178917	285346	ZNF852	-	TF	zf-C2H2
ENSG00000178935	79818	ZNF552	-	TF	zf-C2H2
ENSG00000179059	132625	ZFP42	-	TF	zf-C2H2
ENSG00000179195	144348	ZNF664	-	TF	zf-C2H2
ENSG00000179388	1960	EGR3	-	TF	zf-C2H2
ENSG00000179588	161882	ZFPM1	-	TF	zf-C2H2
ENSG00000179922	147808	ZNF784	-	TF	zf-C2H2
ENSG00000179930	127665	ZNF648	-	TF	zf-C2H2
ENSG00000179943	84922	FIZ1	-	TF	zf-C2H2
ENSG00000179965	51333	ZNF771	-	TF	zf-C2H2
ENSG00000179981	10194	TSHZ1	-	TF	zf-C2H2
ENSG00000180035	197407	ZNF48	-	TF	zf-C2H2
ENSG00000180081	-	-	-	TF	zf-C2H2
ENSG00000180257	125893	ZNF816	-	TF	zf-C2H2
ENSG00000180479	51276	ZNF571	-	TF	zf-C2H2
ENSG00000180532	201516	ZSCAN4	-	TF	zf-C2H2
ENSG00000180626	84622	ZNF594	-	TF	zf-C2H2
ENSG00000180787	124961	ZFP3	-	TF	zf-C2H2
ENSG00000180855	10224	ZNF443	-	TF	zf-C2H2
ENSG00000180884	126375	ZNF792	-	TF	zf-C2H2
ENSG00000180938	137209	ZNF572	-	TF	zf-C2H2
ENSG00000181135	286075	ZNF707	-	TF	zf-C2H2
ENSG00000181220	155061	ZNF746	-	TF	zf-C2H2
ENSG00000181315	79692	ZNF322A	-	TF	zf-C2H2
ENSG00000181444	168544	ZNF467	-	TF	zf-C2H2
ENSG00000181450	339500	ZNF678	-	TF	zf-C2H2
ENSG00000181638	286128	ZFP41	-	TF	zf-C2H2
ENSG00000181666	284459	HKR1	-	TF	zf-C2H2
ENSG00000181690	5324	PLAG1	-	TF	zf-C2H2
ENSG00000181894	79673	ZNF329	-	TF	zf-C2H2
ENSG00000181896	94039	ZNF101	-	TF	zf-C2H2
ENSG00000182111	441234	ZNF716	-	TF	zf-C2H2
ENSG00000182141	7562	ZNF708	-	TF	zf-C2H2
ENSG00000182318	342945	ZSCAN22	-	TF	zf-C2H2
ENSG00000182903	-	-	-	TF	zf-C2H2
ENSG00000182983	389114	ZNF662	-	TF	zf-C2H2
ENSG00000182986	162967	ZNF320	-	TF	zf-C2H2
ENSG00000183309	9831	ZNF623	-	TF	zf-C2H2
ENSG00000183647	348327	ZNF530	-	TF	zf-C2H2
ENSG00000183850	-	-	-	TF	zf-C2H2
ENSG00000184280	26974	ZNF285	-	TF	zf-C2H2
ENSG00000184517	162239	ZFP1	-	TF	zf-C2H2
ENSG00000184635	-	-	-	TF	zf-C2H2
ENSG00000184937	7490	WT1	-	TF	zf-C2H2
ENSG00000184939	146198	ZFP90	-	TF	zf-C2H2
ENSG00000185177	90827	ZNF479	-	TF	zf-C2H2
ENSG00000185219	353274	ZNF445	-	TF	zf-C2H2
ENSG00000185252	7625	ZNF74	-	TF	zf-C2H2
ENSG00000185591	6667	SP1	-	TF	zf-C2H2
ENSG00000185669	333929	SNAI3	-	TF	zf-C2H2
ENSG00000185730	79943	ZNF696	-	TF	zf-C2H2
ENSG00000185811	10320	IKZF1	-	TF	zf-C2H2
ENSG00000185869	-	-	-	TF	zf-C2H2
ENSG00000185947	10308	ZNF267	-	TF	zf-C2H2
ENSG00000186017	84924	ZNF566	-	TF	zf-C2H2
ENSG00000186019	7767	ZNF224	-	TF	zf-C2H2
ENSG00000186020	57711	ZNF529	-	TF	zf-C2H2
ENSG00000186026	342909	ZNF284	-	TF	zf-C2H2
ENSG00000186230	388567	ZNF749	-	TF	zf-C2H2
ENSG00000186272	7565	ZNF17	-	TF	zf-C2H2
ENSG00000186300	148254	ZNF555	-	TF	zf-C2H2
ENSG00000186376	7626	ZNF75D	-	TF	zf-C2H2
ENSG00000186446	115560	ZNF501	-	TF	zf-C2H2
ENSG00000186448	10168	ZNF197	-	TF	zf-C2H2
ENSG00000186496	252884	ZNF396	-	TF	zf-C2H2
ENSG00000186660	80829	ZFP91	-	TF	zf-C2H2
ENSG00000186777	654254	ZNF732	-	TF	zf-C2H2
ENSG00000186812	84307	ZNF397	-	TF	zf-C2H2
ENSG00000186814	100101467	ZSCAN30	-	TF	zf-C2H2
ENSG00000187187	339327	ZNF546	-	TF	zf-C2H2
ENSG00000187607	57335	ZNF286A	-	TF	zf-C2H2
ENSG00000187626	387032	ZKSCAN4	-	TF	zf-C2H2
ENSG00000187792	7621	ZNF70	-	TF	zf-C2H2
ENSG00000187801	65243	ZNF643	-	TF	zf-C2H2
ENSG00000187815	339559	ZNF642	-	TF	zf-C2H2
ENSG00000187987	222696	ZSCAN23	-	TF	zf-C2H2
ENSG00000188033	57474	ZNF490	-	TF	zf-C2H2
ENSG00000188171	199777	ZNF626	-	TF	zf-C2H2
ENSG00000188227	390927	ZNF793	-	TF	zf-C2H2
ENSG00000188283	163087	ZNF383	-	TF	zf-C2H2
ENSG00000188295	79862	ZNF669	-	TF	zf-C2H2
ENSG00000188321	84527	ZNF559	-	TF	zf-C2H2
ENSG00000188474	-	-	-	TF	zf-C2H2
ENSG00000188629	7730	ZNF177	-	TF	zf-C2H2
ENSG00000188785	147694	ZNF548	-	TF	zf-C2H2
ENSG00000188786	4520	MTF1	-	TF	zf-C2H2
ENSG00000188801	387328	ZNF322B	-	TF	zf-C2H2
ENSG00000188868	147837	ZNF563	-	TF	zf-C2H2
ENSG00000188994	23036	ZNF292	-	TF	zf-C2H2
ENSG00000189042	163081	ZNF567	-	TF	zf-C2H2
ENSG00000189120	80320	SP6	-	TF	zf-C2H2
ENSG00000189144	126231	ZNF573	-	TF	zf-C2H2
ENSG00000189164	84503	ZNF527	-	TF	zf-C2H2
ENSG00000189180	7581	ZNF33A	-	TF	zf-C2H2
ENSG00000189190	162966	ZNF600	-	TF	zf-C2H2
ENSG00000189298	80317	ZKSCAN3	-	TF	zf-C2H2
ENSG00000196081	-	-	-	TF	zf-C2H2
ENSG00000196109	163223	ZNF676	-	TF	zf-C2H2
ENSG00000196110	374879	ZNF699	-	TF	zf-C2H2
ENSG00000196150	58500	ZNF250	-	TF	zf-C2H2
ENSG00000196152	7633	ZNF79	-	TF	zf-C2H2
ENSG00000196172	148213	ZNF681	-	TF	zf-C2H2
ENSG00000196214	90321	ZNF766	-	TF	zf-C2H2
ENSG00000196247	51427	ZNF107	-	TF	zf-C2H2
ENSG00000196263	57573	ZNF471	-	TF	zf-C2H2
ENSG00000196267	162962	ZNF836	-	TF	zf-C2H2
ENSG00000196268	284443	ZNF493	-	TF	zf-C2H2
ENSG00000196345	55888	ZNF167	-	TF	zf-C2H2
ENSG00000196350	-	-	-	TF	zf-C2H2
ENSG00000196357	147929	ZNF565	-	TF	zf-C2H2
ENSG00000196378	80778	ZNF34	-	TF	zf-C2H2
ENSG00000196381	163115	ZNF781	-	TF	zf-C2H2
ENSG00000196387	7699	ZNF140	-	TF	zf-C2H2
ENSG00000196391	342132	ZNF774	-	TF	zf-C2H2
ENSG00000196409	26149	ZNF658	-	TF	zf-C2H2
ENSG00000196417	91661	ZNF765	-	TF	zf-C2H2
ENSG00000196418	7678	ZNF124	-	TF	zf-C2H2
ENSG00000196437	148266	ZNF569	-	TF	zf-C2H2
ENSG00000196453	27153	ZNF777	-	TF	zf-C2H2
ENSG00000196456	285971	ZNF775	-	TF	zf-C2H2
ENSG00000196458	-	-	-	TF	zf-C2H2
ENSG00000196466	90576	ZNF799	-	TF	zf-C2H2
ENSG00000196597	158431	ZNF782	-	TF	zf-C2H2
ENSG00000196605	162993	ZNF846	-	TF	zf-C2H2
ENSG00000196646	7695	ZNF136	-	TF	zf-C2H2
ENSG00000196652	23660	ZKSCAN5	-	TF	zf-C2H2
ENSG00000196653	91392	ZNF502	-	TF	zf-C2H2
ENSG00000196670	643836	ZFP62	-	TF	zf-C2H2
ENSG00000196693	7582	ZNF33B	-	TF	zf-C2H2
ENSG00000196700	57473	ZNF512B	-	TF	zf-C2H2
ENSG00000196705	170959	ZNF431	-	TF	zf-C2H2
ENSG00000196724	147686	ZNF418	-	TF	zf-C2H2
ENSG00000196757	90592	ZNF700	-	TF	zf-C2H2
ENSG00000196793	8187	ZNF239	-	TF	zf-C2H2
ENSG00000196812	80345	ZSCAN16	-	TF	zf-C2H2
ENSG00000196826	-	-	-	TF	zf-C2H2
ENSG00000196867	140612	ZFP28	-	TF	zf-C2H2
ENSG00000196922	-	-	-	TF	zf-C2H2
ENSG00000196946	440077	ZNF705A	-	TF	zf-C2H2
ENSG00000196967	199704	ZNF585A	-	TF	zf-C2H2
ENSG00000197008	7697	ZNF138	-	TF	zf-C2H2
ENSG00000197013	353088	ZNF429	-	TF	zf-C2H2
ENSG00000197016	388566	ZNF470	-	TF	zf-C2H2
ENSG00000197020	163227	ZNF100	-	TF	zf-C2H2
ENSG00000197024	57541	ZNF398	-	TF	zf-C2H2
ENSG00000197037	221785	ZNF498	-	TF	zf-C2H2
ENSG00000197044	126068	ZNF441	-	TF	zf-C2H2
ENSG00000197050	147923	ZNF420	-	TF	zf-C2H2
ENSG00000197054	284390	ZNF763	-	TF	zf-C2H2
ENSG00000197123	168417	ZNF679	-	TF	zf-C2H2
ENSG00000197124	91120	ZNF682	-	TF	zf-C2H2
ENSG00000197128	400720	ZNF772	-	TF	zf-C2H2
ENSG00000197134	113835	ZNF257	-	TF	zf-C2H2
ENSG00000197162	146540	ZNF785	-	TF	zf-C2H2
ENSG00000197213	342933	ZSCAN5B	-	TF	zf-C2H2
ENSG00000197279	7718	ZNF165	-	TF	zf-C2H2
ENSG00000197343	79027	ZNF655	-	TF	zf-C2H2
ENSG00000197360	148198	ZNF98	-	TF	zf-C2H2
ENSG00000197362	136051	ZNF786	-	TF	zf-C2H2
ENSG00000197363	340385	ZNF517	-	TF	zf-C2H2
ENSG00000197372	171392	ZNF675	-	TF	zf-C2H2
ENSG00000197385	344787	ZNF860	-	TF	zf-C2H2
ENSG00000197472	-	-	-	TF	zf-C2H2
ENSG00000197483	89887	ZNF628	-	TF	zf-C2H2
ENSG00000197497	79788	ZNF665	-	TF	zf-C2H2
ENSG00000197566	57547	ZNF624	-	TF	zf-C2H2
ENSG00000197608	284371	ZNF841	-	TF	zf-C2H2
ENSG00000197619	284370	ZNF615	-	TF	zf-C2H2
ENSG00000197619	59348	ZNF350	-	TF	zf-C2H2
ENSG00000197619	9668	ZNF432	-	TF	zf-C2H2
ENSG00000197647	163059	ZNF433	-	TF	zf-C2H2
ENSG00000197714	10794	ZNF460	-	TF	zf-C2H2
ENSG00000197779	347344	ZNF81	-	TF	zf-C2H2
ENSG00000197782	284323	ZNF780A	-	TF	zf-C2H2
ENSG00000197808	92283	ZNF461	-	TF	zf-C2H2
ENSG00000197841	339318	ZNF181	-	TF	zf-C2H2
ENSG00000197857	100287841	LOC100287841	-	TF	zf-C2H2
ENSG00000197857	51710	ZNF44	-	TF	zf-C2H2
ENSG00000197863	388536	ZNF790	-	TF	zf-C2H2
ENSG00000197928	342926	ZNF677	-	TF	zf-C2H2
ENSG00000197933	55552	ZNF823	-	TF	zf-C2H2
ENSG00000197935	282890	ZNF311	-	TF	zf-C2H2
ENSG00000197937	84671	ZNF347	-	TF	zf-C2H2
ENSG00000197951	58491	ZNF71	-	TF	zf-C2H2
ENSG00000197961	7675	ZNF121	-	TF	zf-C2H2
ENSG00000198026	63925	ZNF335	-	TF	zf-C2H2
ENSG00000198028	147741	ZNF560	-	TF	zf-C2H2
ENSG00000198039	10793	ZNF273	-	TF	zf-C2H2
ENSG00000198040	7637	ZNF84	-	TF	zf-C2H2
ENSG00000198046	63934	ZNF667	-	TF	zf-C2H2
ENSG00000198093	65251	ZNF649	-	TF	zf-C2H2
ENSG00000198105	57209	ZNF248	-	TF	zf-C2H2
ENSG00000198131	27300	ZNF544	-	TF	zf-C2H2
ENSG00000198146	54989	ZNF770	-	TF	zf-C2H2
ENSG00000198153	100129842	ZNF737	-	TF	zf-C2H2
ENSG00000198169	90987	ZNF251	-	TF	zf-C2H2
ENSG00000198182	84775	ZNF607	-	TF	zf-C2H2
ENSG00000198185	55713	ZNF334	-	TF	zf-C2H2
ENSG00000198205	7789	ZXDA	-	TF	zf-C2H2
ENSG00000198298	220992	ZNF485	-	TF	zf-C2H2
ENSG00000198300	23619	ZIM2	-	TF	zf-C2H2
ENSG00000198300	5178	PEG3	-	TF	zf-C2H2
ENSG00000198315	7745	ZNF192	-	TF	zf-C2H2
ENSG00000198342	79973	ZNF442	-	TF	zf-C2H2
ENSG00000198346	126017	ZNF813	-	TF	zf-C2H2
ENSG00000198393	7574	ZNF26	-	TF	zf-C2H2
ENSG00000198416	-	-	-	TF	zf-C2H2
ENSG00000198429	7620	ZNF69	-	TF	zf-C2H2
ENSG00000198440	147949	ZNF583	-	TF	zf-C2H2
ENSG00000198453	374900	ZNF568	-	TF	zf-C2H2
ENSG00000198455	158586	ZXDB	-	TF	zf-C2H2
ENSG00000198464	147657	ZNF480	-	TF	zf-C2H2
ENSG00000198466	84914	ZNF587	-	TF	zf-C2H2
ENSG00000198482	388558	ZNF808	-	TF	zf-C2H2
ENSG00000198521	7594	ZNF43	-	TF	zf-C2H2
ENSG00000198538	7576	ZNF28	-	TF	zf-C2H2
ENSG00000198551	199692	ZNF627	-	TF	zf-C2H2
ENSG00000198556	285989	ZNF789	-	TF	zf-C2H2
ENSG00000198580	-	-	-	TF	zf-C2H2
ENSG00000198597	9745	ZNF536	-	TF	zf-C2H2
ENSG00000198633	147658	ZNF534	-	TF	zf-C2H2
ENSG00000198740	22834	ZNF652	-	TF	zf-C2H2
ENSG00000198795	25925	ZNF521	-	TF	zf-C2H2
ENSG00000198816	140467	ZNF358	-	TF	zf-C2H2
ENSG00000198939	80108	ZFP2	-	TF	zf-C2H2
ENSG00000203326	-	-	-	TF	zf-C2H2
ENSG00000204335	389058	SP5	-	TF	zf-C2H2
ENSG00000204514	730051	ZNF814	-	TF	zf-C2H2
ENSG00000204517	-	-	-	TF	zf-C2H2
ENSG00000204519	90233	ZNF551	-	TF	zf-C2H2
ENSG00000204524	390980	ZNF805	-	TF	zf-C2H2
ENSG00000204532	649137	ZSCAN5C	-	TF	zf-C2H2
ENSG00000204604	90333	ZNF468	-	TF	zf-C2H2
ENSG00000204611	90317	ZNF616	-	TF	zf-C2H2
ENSG00000204644	346171	ZFP57	-	TF	zf-C2H2
ENSG00000204920	7711	ZNF155	-	TF	zf-C2H2
ENSG00000204946	100289678	ZNF783	-	TF	zf-C2H2
ENSG00000204947	155054	ZNF425	-	TF	zf-C2H2
ENSG00000206510	-	-	-	TF	zf-C2H2
ENSG00000213015	51157	ZNF580	-	TF	zf-C2H2
ENSG00000213020	81856	ZNF611	-	TF	zf-C2H2
ENSG00000213096	9534	ZNF254	-	TF	zf-C2H2
ENSG00000213297	90589	ZNF625	-	TF	zf-C2H2
ENSG00000213762	7693	ZNF134	-	TF	zf-C2H2
ENSG00000213799	91664	ZNF845	-	TF	zf-C2H2
ENSG00000213967	-	-	-	TF	zf-C2H2
ENSG00000213973	7652	ZNF99	-	TF	zf-C2H2
ENSG00000213976	-	-	-	TF	zf-C2H2
ENSG00000213988	56242	ZNF253	-	TF	zf-C2H2
ENSG00000213988	7643	ZNF90	-	TF	zf-C2H2
ENSG00000213988	81931	ZNF93	-	TF	zf-C2H2
ENSG00000213988	90649	ZNF486	-	TF	zf-C2H2
ENSG00000214022	29803	REPIN1	-	TF	zf-C2H2
ENSG00000214029	-	-	-	TF	zf-C2H2
ENSG00000214534	100131539	LOC100131539	-	TF	zf-C2H2
ENSG00000215339	-	-	-	TF	zf-C2H2
ENSG00000215343	728957	ZNF705D	-	TF	zf-C2H2
ENSG00000215356	100132396	LOC100132396	-	TF	zf-C2H2
ENSG00000215372	100131980	ZNF705G	-	TF	zf-C2H2
ENSG00000215397	85508	SCRT2	-	TF	zf-C2H2
ENSG00000215421	55628	ZNF407	-	TF	zf-C2H2
ENSG00000217236	100131390	SP9	-	TF	zf-C2H2
ENSG00000218497	-	-	-	TF	zf-C2H2
ENSG00000218891	163033	ZNF579	-	TF	zf-C2H2
ENSG00000219492	-	-	-	TF	zf-C2H2
ENSG00000221923	400713	ZNF880	-	TF	zf-C2H2
ENSG00000221994	57232	ZNF630	-	TF	zf-C2H2
ENSG00000223547	284391	ZNF844	-	TF	zf-C2H2
ENSG00000223687	-	-	-	TF	zf-C2H2
ENSG00000223852	-	-	-	TF	zf-C2H2
ENSG00000223858	-	-	-	TF	zf-C2H2
ENSG00000224689	-	-	-	TF	zf-C2H2
ENSG00000225351	-	-	-	TF	zf-C2H2
ENSG00000225614	84627	ZNF469	-	TF	zf-C2H2
ENSG00000226858	-	-	-	TF	zf-C2H2
ENSG00000227124	100131827	ZNF717	-	TF	zf-C2H2
ENSG00000227571	100133142	ZNF865	-	TF	zf-C2H2
ENSG00000227858	-	-	-	TF	zf-C2H2
ENSG00000229631	-	-	-	TF	zf-C2H2
ENSG00000229676	57615	ZNF492	-	TF	zf-C2H2
ENSG00000229809	146542	ZNF688	-	TF	zf-C2H2
ENSG00000230766	-	-	-	TF	zf-C2H2
ENSG00000230797	404281	YY2	-	TF	zf-C2H2
ENSG00000232099	-	-	-	TF	zf-C2H2
ENSG00000232371	729747	ZNF878	-	TF	zf-C2H2
ENSG00000233831	-	-	-	TF	zf-C2H2
ENSG00000234284	345462	ZNF879	-	TF	zf-C2H2
ENSG00000234444	728927	ZNF736	-	TF	zf-C2H2
ENSG00000234669	-	-	-	TF	zf-C2H2
ENSG00000235109	64288	ZNF323	-	TF	zf-C2H2
ENSG00000235178	-	-	-	TF	zf-C2H2
ENSG00000235589	-	-	-	TF	zf-C2H2
ENSG00000236220	-	-	-	TF	zf-C2H2
ENSG00000236575	-	-	-	TF	zf-C2H2
ENSG00000242852	163051	ZNF709	-	TF	zf-C2H2
ENSG00000243660	-	-	-	TF	zf-C2H2
ENSG00000243943	84450	ZNF512	-	TF	zf-C2H2
ENSG00000245680	92285	ZNF585B	-	TF	zf-C2H2
ENSG00000249233	7710	ZNF154	-	TF	zf-C2H2
ENSG00000249471	388569	ZNF324B	-	TF	zf-C2H2
ENSG00000249709	163050	ZNF564	-	TF	zf-C2H2
ENSG00000249760	284406	ZFP82	-	TF	zf-C2H2
ENSG00000250571	2738	GLI4	-	TF	zf-C2H2
ENSG00000251192	641339	ZNF674	-	TF	zf-C2H2
ENSG00000251247	25850	ZNF345	-	TF	zf-C2H2
ENSG00000251369	162972	ZNF550	-	TF	zf-C2H2
ENSG00000254004	-	-	-	TF	zf-C2H2
ENSG00000105610	10661	KLF1	-	TF	zf-C2H2
ENSG00000100811	7528	YY1	-	TF	zf-C2H2
ENSG00000136504	11143	MYST2	-	TF	zf-C2HC
ENSG00000147488	9705	ST18	-	TF	zf-C2HC
ENSG00000154655	91133	L3MBTL4	-	TF	zf-C2HC
ENSG00000186487	23040	MYT1L	-	TF	zf-C2HC
ENSG00000196132	4661	MYT1	-	TF	zf-C2HC
ENSG00000185513	26013	L3MBTL1	-	TF	zf-C2HC
ENSG00000057935	57504	MTA3	-	TF	zf-GATA
ENSG00000102145	2623	GATA1	-	TF	zf-GATA
ENSG00000104447	7227	TRPS1	-	TF	zf-GATA
ENSG00000107485	2625	GATA3	-	TF	zf-GATA
ENSG00000130700	140628	GATA5	-	TF	zf-GATA
ENSG00000136574	2626	GATA4	-	TF	zf-GATA
ENSG00000141448	2627	GATA6	-	TF	zf-GATA
ENSG00000143614	57459	GATAD2B	-	TF	zf-GATA
ENSG00000157259	57798	GATAD1	-	TF	zf-GATA
ENSG00000179348	2624	GATA2	-	TF	zf-GATA
ENSG00000182979	9112	MTA1	-	TF	zf-GATA
ENSG00000220201	100125288	ZGLP1	-	TF	zf-GATA
ENSG00000149480	9219	MTA2	-	TF	zf-GATA
ENSG00000142599	473	RERE	-	TF	zf-GATA
ENSG00000089486	29965	C16orf5	-	TF	zf-LITAF-like
ENSG00000189067	9516	LITAF	-	TF	zf-LITAF-like
ENSG00000033800	8554	PIAS1	-	TF	zf-MIZ
ENSG00000078043	9063	PIAS2	-	TF	zf-MIZ
ENSG00000105229	51588	PIAS4	-	TF	zf-MIZ
ENSG00000108175	57178	ZMIZ1	-	TF	zf-MIZ
ENSG00000122515	83637	ZMIZ2	-	TF	zf-MIZ
ENSG00000131788	10401	PIAS3	-	TF	zf-MIZ
ENSG00000134758	51444	RNF138	-	TF	zf-MIZ
ENSG00000086102	4799	NFX1	-	TF	zf-NF-X1
ENSG00000170448	152518	NFXL1	-	TF	zf-NF-X1
ENSG00000004487	23028	KDM1A	AOF2;BHC110;KDM1;KIAA0601;LSD1	Transcription_CoFactor	-
ENSG00000005339	1387	CREBBP	CBP;KAT3A;RSTS	Transcription_CoFactor	-
ENSG00000005483	55904	MLL5	FLJ10078;FLJ14026;HDCMC04P;KMT2E;MGC70452	Transcription_CoFactor	-
ENSG00000008382	84954	MPND	FLJ14981	Transcription_CoFactor	-
ENSG00000008838	9862	MED24	ARC100;CRSP100;CRSP4;DRIP100;KIAA0130;MGC8748;THRAP4;TRAP100;hTRAP100	Transcription_CoFactor	-
ENSG00000012048	672	BRCA1	BRCAI;BRCC1;BROVCA1;IRIS;PNCA4;PSCP;RNF53	Transcription_CoFactor	-
ENSG00000012822	57658	CALCOCO1	Cocoa;KIAA1536;calphoglin	Transcription_CoFactor	-
ENSG00000013561	9604	RNF14	ARA54;FLJ26004;HFB30;TRIAD2	Transcription_CoFactor	-
ENSG00000015153	10138	YAF2	DKFZp779H1820;MGC41856	Transcription_CoFactor	-
ENSG00000018408	25937	WWTR1	DKFZp586I1419;FLJ27004;FLJ45718;TAZ	Transcription_CoFactor	-
ENSG00000028839	9519	TBPL1	MGC:8389;MGC:9620;STUD;TLF;TLP;TRF2	Transcription_CoFactor	-
ENSG00000042429	9440	MED17	CRSP6;CRSP77;DRIP80;FLJ10812;TRAP80	Transcription_CoFactor	-
ENSG00000048052	9734	HDAC9	DKFZp779K1053;HD7;HD7b;HD9;HDAC;HDAC7;HDAC7B;HDAC9B;HDAC9FL;HDRP;KIAA0744;MITR	Transcription_CoFactor	-
ENSG00000054118	9967	THRAP3	FLJ22082;MGC133082;MGC133083;TRAP150	Transcription_CoFactor	-
ENSG00000061273	51564	HDAC7	DKFZp586J0917;FLJ99588;HD7A;HDAC7A	Transcription_CoFactor	-
ENSG00000063978	6047	RNF4	SLX5;SNURF	Transcription_CoFactor	-
ENSG00000064393	28996	HIPK2	DKFZp686K02111;FLJ23711;PRO0593	Transcription_CoFactor	-
ENSG00000064490	8625	RFXANK	ANKRA1;BLS;F14150_1;MGC138628;RFX-B	Transcription_CoFactor	-
ENSG00000065526	23013	SPEN	HIAA0929;KIAA0929;MINT;RBM15C;SHARP	Transcription_CoFactor	-
ENSG00000065717	7089	TLE2	ESG;ESG2;FLJ41188;GRG2	Transcription_CoFactor	-
ENSG00000069399	602	BCL3	BCL4;D19S37	Transcription_CoFactor	-
ENSG00000071282	29995	LMCD1	-	Transcription_CoFactor	-
ENSG00000071539	9319	TRIP13	16E1BP	Transcription_CoFactor	-
ENSG00000074319	7251	TSG101	TSG10;VPS23	Transcription_CoFactor	-
ENSG00000074800	2023	ENO1	ENO1L1;MPB1;NNE;PPH	Transcription_CoFactor	-
ENSG00000075856	9733	SART3	DSAP1;KIAA0156;MGC138188;P100;RP11-13G14;TIP110;p110;p110(nrb)	Transcription_CoFactor	-
ENSG00000077522	88	ACTN2	CMD1AA	Transcription_CoFactor	-
ENSG00000079785	1653	DDX1	DBP-RB;UKVH5d	Transcription_CoFactor	-
ENSG00000080603	10847	SRCAP	DOMO1;EAF1;FLJ44499;KIAA0309;SWR1	Transcription_CoFactor	-
ENSG00000080802	4850	CNOT4	CLONE243;NOT4;NOT4H	Transcription_CoFactor	-
ENSG00000080839	5933	RBL1	CP107;MGC40006;PRB1;p107	Transcription_CoFactor	-
ENSG00000082014	6604	SMARCD3	BAF60C;CRACD3;MGC111010;Rsc6p	Transcription_CoFactor	-
ENSG00000084676	8648	NCOA1	F-SRC-1;KAT13A;MGC129719;MGC129720;RIP160;SRC1;bHLHe42;bHLHe74	Transcription_CoFactor	-
ENSG00000085231	6880	TAF9	AK6;CGI-137;CINAP;CIP;MGC1603;MGC3647;MGC5067;MGC:1603;MGC:3647;MGC:5067;TAF2G;T	Transcription_CoFactor	-
ENSG00000087077	7205	TRIP6	MGC10556;MGC10558;MGC29959;MGC3837;MGC4423;OIP-1;OIP1;TRIP-6;ZRP-1	Transcription_CoFactor	-
ENSG00000087152	56970	ATXN7L3	DKFZp761G2113	Transcription_CoFactor	-
ENSG00000087191	5705	PSMC5	S8;SUG-1;SUG1;TBP10;TRIP1;p45;p45/SUG	Transcription_CoFactor	-
ENSG00000087842	8544	PIR	-	Transcription_CoFactor	-
ENSG00000088038	4849	CNOT3	KIAA0691;LENG2;NOT3;NOT3H	Transcription_CoFactor	-
ENSG00000088305	1789	DNMT3B	ICF;M.HsaIIIB	Transcription_CoFactor	-
ENSG00000089050	10741	RBBP9	BOG;MGC9236;RBBP10	Transcription_CoFactor	-
ENSG00000091138	1811	SLC26A3	CLD;DRA	Transcription_CoFactor	-
ENSG00000092377	90665	TBL1Y	TBL1	Transcription_CoFactor	-
ENSG00000099917	51586	MED15	ARC105;CAG7A;CTG7A;DKFZp686A2214;DKFZp762B1216;FLJ42282;FLJ42935;PCQAP;TIG-1;TIG	Transcription_CoFactor	-
ENSG00000100084	-	-	-	Transcription_CoFactor	-
ENSG00000100207	6942	TCF20	AR1;KIAA0292;SPBP	Transcription_CoFactor	-
ENSG00000100320	23543	RBFOX2	FOX2;Fox-2;HNRBP2;HRNBP2;RBM9;RTA;dJ106I20.3;fxh	Transcription_CoFactor	-
ENSG00000100393	2033	EP300	KAT3B;RSTS2;p300	Transcription_CoFactor	-
ENSG00000100395	83746	L3MBTL2	H-l(3)mbt-l;L3MBT	Transcription_CoFactor	-
ENSG00000100425	23774	BRD1	BRL;BRPF1;BRPF2;DKFZp686F0325	Transcription_CoFactor	-
ENSG00000100603	22938	SNW1	Bx42;MGC119379;NCOA-62;PRPF45;Prp45;SKIIP;SKIP	Transcription_CoFactor	-
ENSG00000100815	9321	TRIP11	ACG1A;CEV14;GMAP-210;TRIP230	Transcription_CoFactor	-
ENSG00000100823	328	APEX1	APE;APE1;APEN;APEX;APX;HAP1;REF1	Transcription_CoFactor	-
ENSG00000100906	4792	NFKBIA	IKBA;MAD-3;NFKBI	Transcription_CoFactor	-
ENSG00000101161	24148	PRPF6	ANT-1;C20orf14;Prp6;TOM;U5-102K;hPrp6	Transcription_CoFactor	-
ENSG00000101255	57761	TRIB3	C20orf97;NIPK;SINK;SKIP3;TRB3	Transcription_CoFactor	-
ENSG00000101577	9663	LPIN2	KIAA0249	Transcription_CoFactor	-
ENSG00000101849	6907	TBL1X	EBI;SMAP55;TBL1	Transcription_CoFactor	-
ENSG00000102103	10084	PQBP1	MRX55;MRXS3;MRXS8;NPW38;RENS1;SHS	Transcription_CoFactor	-
ENSG00000102243	51442	VGLL1	TDU;VGL1	Transcription_CoFactor	-
